,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1522420,29/06/2017 8:12,29/06/2017 8:16,265,Green St & Randolph St,Clinton St & Madison St,Subscriber,Male,1984
1081623,3/06/2017 6:35,3/06/2017 6:53,1052,Indiana Ave & Roosevelt Rd,Mies van der Rohe Way & Chicago Ave,Subscriber,Female,1988
103778,30/01/2017 9:36,30/01/2017 9:46,620,Racine Ave & 18th St,Wood St & Taylor St,Subscriber,Male,1976
1153157,7/06/2017 9:07,7/06/2017 9:13,380,Wacker Dr & Washington St,Michigan Ave & Washington St,Subscriber,Male,1970
630419,23/04/2017 8:43,23/04/2017 8:56,791,LaSalle St & Washington St,Sedgwick St & North Ave,Subscriber,Male,1978
14350,5/01/2017 21:39,5/01/2017 21:40,97,Halsted St & Wrightwood Ave,Lincoln Ave & Fullerton Ave,Subscriber,Male,1997
1350684,19/06/2017 8:27,19/06/2017 8:34,421,Clinton St & Washington Blvd,Franklin St & Jackson Blvd,Subscriber,Female,1984
375303,21/03/2017 16:18,21/03/2017 16:24,379,St. Clair St & Erie St,Wells St & Huron St,Subscriber,Female,1982
1279443,14/06/2017 15:46,14/06/2017 16:00,843,McClurg Ct & Illinois St,Clinton St & Madison St,Subscriber,Male,1973
1512136,28/06/2017 14:19,28/06/2017 14:29,601,Desplaines St & Jackson Blvd,Kingsbury St & Kinzie St,Subscriber,Male,1974
1412251,22/06/2017 18:07,22/06/2017 18:11,206,Franklin St & Monroe St,Canal St & Adams St,Subscriber,Male,1985
1498483,27/06/2017 16:56,27/06/2017 17:04,512,Michigan Ave & Washington St,Clinton St & Madison St,Subscriber,Male,1985
1228505,11/06/2017 13:30,11/06/2017 13:34,252,Sheffield Ave & Willow St,Larrabee St & Menomonee St,Subscriber,Male,1968
1407373,22/06/2017 14:47,22/06/2017 14:51,249,St. Louis Ave & Balmoral Ave,Kedzie Ave & Foster Ave,Subscriber,Male,1984
1537873,30/06/2017 8:50,30/06/2017 9:01,672,Logan Blvd & Elston Ave,Troy St & Elston Ave,Subscriber,Male,1985
533197,14/04/2017 12:01,14/04/2017 12:16,916,Canal St & Adams St,Field Blvd & South Water St,Subscriber,Male,1989
788043,11/05/2017 15:13,11/05/2017 15:41,1694,Streeter Dr & Grand Ave,Lake Shore Dr & North Blvd,Customer,,
940204,24/05/2017 12:18,24/05/2017 12:29,668,Ashland Ave & Harrison St,Green St & Madison St,Subscriber,Male,1985
539046,14/04/2017 19:38,14/04/2017 19:46,441,Dearborn St & Monroe St,Kingsbury St & Kinzie St,Subscriber,Male,1954
934370,23/05/2017 15:40,23/05/2017 15:52,702,Daley Center Plaza,Michigan Ave & 14th St,Subscriber,Female,1973
95380,27/01/2017 8:46,27/01/2017 8:55,534,Jefferson St & Monroe St,Michigan Ave & Washington St,Subscriber,Male,1984
1452711,24/06/2017 22:08,24/06/2017 23:00,3123,Lake Park Ave & 35th St,Noble St & Milwaukee Ave,Customer,,
1340444,18/06/2017 15:37,18/06/2017 15:57,1204,Columbus Dr & Randolph St,Dusable Harbor,Customer,,
968667,27/05/2017 9:17,27/05/2017 9:39,1315,Streeter Dr & Grand Ave,Calumet Ave & 18th St,Subscriber,Male,1978
1074795,2/06/2017 17:15,2/06/2017 17:16,110,Theater on the Lake,Theater on the Lake,Subscriber,Male,1947
125956,4/02/2017 9:46,4/02/2017 9:49,166,Broadway & Cornelia Ave,Halsted St & Roscoe St,Subscriber,Male,1984
1023580,30/05/2017 16:04,30/05/2017 16:24,1165,Western Ave & 21st St,Damen Ave & Chicago Ave,Subscriber,Male,1979
1083227,3/06/2017 9:54,3/06/2017 10:25,1869,May St & Cullerton St,Ashland Ave & Harrison St,Customer,,
1252193,12/06/2017 18:42,12/06/2017 18:56,842,Calumet Ave & 18th St,Morgan St & 18th St,Subscriber,Female,1984
195394,17/02/2017 22:46,17/02/2017 23:06,1195,Sedgwick St & North Ave,Hampden Ct & Diversey Pkwy,Subscriber,Male,1990
615604,21/04/2017 11:45,21/04/2017 11:51,338,Sedgwick St & North Ave,Sedgwick St & Webster Ave,Subscriber,Male,1968
1503457,27/06/2017 19:16,27/06/2017 19:29,770,Millennium Park,Wells St & Polk St,Subscriber,Male,1987
1466998,25/06/2017 18:10,25/06/2017 18:23,783,Clark St & Armitage Ave,Bissell St & Armitage Ave,Customer,,
1115431,4/06/2017 20:30,4/06/2017 20:38,469,Streeter Dr & Grand Ave,Michigan Ave & Oak St,Customer,,
1514451,28/06/2017 16:57,28/06/2017 17:00,202,Aberdeen St & Jackson Blvd,Loomis St & Jackson Blvd,Subscriber,Female,1986
319560,8/03/2017 15:50,8/03/2017 16:16,1545,Franklin St & Monroe St,Clark St & Wrightwood Ave,Subscriber,Male,1966
148204,9/02/2017 13:42,9/02/2017 13:45,220,LaSalle St & Washington St,Canal St & Madison St,Subscriber,Male,1977
513075,11/04/2017 19:28,11/04/2017 19:41,791,Sheffield Ave & Wellington Ave,Broadway & Sheridan Rd,Subscriber,Female,1991
1016760,30/05/2017 7:13,30/05/2017 7:19,361,Kedzie Ave & Palmer Ct,Kedzie Ave & Milwaukee Ave,Subscriber,Male,1978
1010551,29/05/2017 16:54,29/05/2017 17:10,929,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Customer,,
1519548,28/06/2017 21:27,28/06/2017 21:46,1117,Stockton Dr & Wrightwood Ave,Marshfield Ave & Cortland St,Subscriber,Male,1992
1409710,22/06/2017 17:01,22/06/2017 17:15,847,Wolcott Ave & Polk St,Clinton St & Jackson Blvd,Subscriber,Male,1988
130274,5/02/2017 20:43,5/02/2017 21:10,1634,Sedgwick St & Huron St,Wabash Ave & Grand Ave,Customer,,
1289279,15/06/2017 12:51,15/06/2017 12:55,258,Pine Grove Ave & Irving Park Rd,Broadway & Waveland Ave,Subscriber,Female,1975
1320904,17/06/2017 12:07,17/06/2017 12:27,1176,Ogden Ave & Chicago Ave,Damen Ave & Madison St,Customer,,
1488674,27/06/2017 7:05,27/06/2017 7:08,189,Michigan Ave & Pearson St,McClurg Ct & Erie St,Subscriber,Male,1993
832445,14/05/2017 18:09,14/05/2017 18:42,2016,Wells St & Evergreen Ave,Clybourn Ave & Division St,Subscriber,Male,1990
999363,29/05/2017 6:23,29/05/2017 6:30,369,Franklin St & Quincy St,Stetson Ave & South Water St,Subscriber,Female,1995
137825,7/02/2017 9:44,7/02/2017 9:52,473,Federal St & Polk St,Dearborn St & Monroe St,Subscriber,Male,1990
565792,16/04/2017 18:12,16/04/2017 18:28,987,Dearborn Pkwy & Delaware Pl,Peoria St & Jackson Blvd,Subscriber,Female,1990
82047,24/01/2017 16:25,24/01/2017 16:50,1487,Jefferson St & Monroe St,Damen Ave & Clybourn Ave,Subscriber,Male,1984
256701,24/02/2017 10:19,24/02/2017 10:22,183,Damen Ave & Cortland St,Marshfield Ave & Cortland St,Subscriber,Male,1990
137265,7/02/2017 8:26,7/02/2017 8:50,1403,Clark St & Armitage Ave,Racine Ave & Randolph St,Subscriber,Male,1986
462191,6/04/2017 15:50,6/04/2017 16:01,641,Lincoln Ave & Belmont Ave,Larrabee St & Webster Ave,Subscriber,Male,1988
692460,28/04/2017 15:15,28/04/2017 15:25,584,Clark St & Randolph St,Wells St & Concord Ln,Subscriber,Male,1989
1051105,1/06/2017 11:31,1/06/2017 11:38,406,Franklin St & Lake St,Franklin St & Chicago Ave,Subscriber,Female,1971
1374414,20/06/2017 17:12,20/06/2017 17:19,429,Michigan Ave & Oak St,Clark St & North Ave,Subscriber,Female,1984
611978,20/04/2017 22:11,20/04/2017 22:17,357,Kedzie Ave & Milwaukee Ave,California Ave & Milwaukee Ave,Subscriber,Male,1899
418603,29/03/2017 8:11,29/03/2017 8:24,796,Damen Ave & Cortland St,Ashland Ave & Chicago Ave,Subscriber,Female,1978
250157,23/02/2017 7:49,23/02/2017 8:03,845,Lake Shore Dr & Diversey Pkwy,Michigan Ave & Oak St,Subscriber,Male,1986
830875,14/05/2017 16:16,14/05/2017 16:25,539,Fort Dearborn Dr & 31st St,Burnham Harbor,Subscriber,Male,1960
1138822,6/06/2017 12:42,6/06/2017 12:46,200,Clark St & Elm St,Wells St & Evergreen Ave,Subscriber,Male,1987
1114418,4/06/2017 19:13,4/06/2017 19:20,380,Damen Ave & Cortland St,Damen Ave & Division St,Subscriber,Male,1981
1447915,24/06/2017 17:26,24/06/2017 18:16,2995,Mies van der Rohe Way & Chestnut St,Mies van der Rohe Way & Chestnut St,Customer,,
557005,15/04/2017 22:08,15/04/2017 22:23,922,Dayton St & North Ave,Dayton St & North Ave,Customer,,
233917,21/02/2017 15:13,21/02/2017 15:30,1031,Loomis St & Jackson Blvd,Orleans St & Ohio St,Subscriber,Female,1976
634456,23/04/2017 13:31,23/04/2017 13:52,1259,Indiana Ave & Roosevelt Rd,Columbus Dr & Randolph St,Subscriber,Female,1974
1282775,14/06/2017 21:53,14/06/2017 22:14,1250,Dearborn St & Monroe St,Morgan St & Lake St,Customer,,
1165477,7/06/2017 21:15,7/06/2017 21:21,386,Morgan St & Polk St,Loomis St & Lexington St,Subscriber,Female,1991
432070,1/04/2017 8:35,1/04/2017 9:08,1986,Lakeview Ave & Fullerton Pkwy,Burnham Harbor,Subscriber,Male,1991
635085,23/04/2017 14:01,23/04/2017 14:09,474,Halsted St & Archer Ave,Racine Ave & 35th St,Customer,,
344355,15/03/2017 11:08,15/03/2017 11:22,834,Stockton Dr & Wrightwood Ave,Rush St & Cedar St,Subscriber,Female,1989
808879,13/05/2017 9:29,13/05/2017 9:33,239,Milwaukee Ave & Grand Ave,Kingsbury St & Kinzie St,Subscriber,Male,1990
1382246,21/06/2017 7:29,21/06/2017 7:34,286,Damen Ave & Melrose Ave,Lincoln Ave & Roscoe St,Subscriber,Male,1985
1505142,27/06/2017 20:53,27/06/2017 21:09,941,Lake Shore Dr & Wellington Ave,Lake Shore Dr & Wellington Ave,Subscriber,Female,1989
447072,3/04/2017 9:41,3/04/2017 9:50,538,Greenview Ave & Diversey Pkwy,Racine Ave & Fullerton Ave,Subscriber,Male,1962
905392,21/05/2017 7:07,21/05/2017 7:30,1390,Wabash Ave & Roosevelt Rd,Michigan Ave & Jackson Blvd,Customer,,
1038680,31/05/2017 16:17,31/05/2017 16:22,299,Franklin St & Monroe St,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1991
1150894,7/06/2017 7:31,7/06/2017 7:39,475,McClurg Ct & Illinois St,Mies van der Rohe Way & Chestnut St,Subscriber,Male,1977
1016763,30/05/2017 7:13,30/05/2017 7:28,893,Marshfield Ave & Cortland St,Franklin St & Chicago Ave,Subscriber,Female,1986
554109,15/04/2017 18:02,15/04/2017 18:05,142,Dearborn St & Monroe St,Dearborn St & Monroe St,Customer,,
813333,13/05/2017 13:28,13/05/2017 13:50,1322,Michigan Ave & Oak St,Lake Shore Dr & Wellington Ave,Customer,,
1509802,28/06/2017 8:40,28/06/2017 8:59,1105,Ashland Ave & Augusta Blvd,Kingsbury St & Kinzie St,Subscriber,Female,1990
1285486,15/06/2017 8:13,15/06/2017 8:38,1470,Halsted St & Roscoe St,Franklin St & Monroe St,Subscriber,Male,1985
581745,18/04/2017 8:47,18/04/2017 8:58,633,Wells St & Elm St,Canal St & Madison St,Subscriber,Male,1992
505479,10/04/2017 23:28,10/04/2017 23:40,695,Leavitt St & Lawrence Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1991
386384,23/03/2017 14:01,23/03/2017 14:08,375,Sheffield Ave & Waveland Ave,Broadway & Belmont Ave,Subscriber,Male,1970
602712,20/04/2017 8:33,20/04/2017 8:36,147,Columbus Dr & Randolph St,Daley Center Plaza,Subscriber,Male,1965
595728,19/04/2017 11:11,19/04/2017 12:23,4290,Adler Planetarium,Adler Planetarium,Customer,,
149159,9/02/2017 17:11,9/02/2017 17:29,1055,Wood St & Taylor St,Clinton St & Washington Blvd,Subscriber,Male,1976
603208,20/04/2017 8:58,20/04/2017 9:02,267,Clinton St & Tilden St,Peoria St & Jackson Blvd,Subscriber,Male,1986
915297,22/05/2017 3:22,22/05/2017 3:29,473,Franklin St & Jackson Blvd,Milwaukee Ave & Grand Ave,Subscriber,Male,1988
237423,21/02/2017 18:55,21/02/2017 18:59,273,Lake Park Ave & 56th St,Shore Dr & 55th St,Subscriber,Male,1951
166074,13/02/2017 16:21,13/02/2017 16:49,1637,Morgan St & 18th St,Columbus Dr & Randolph St,Subscriber,Female,1988
980134,27/05/2017 17:30,27/05/2017 17:31,62,Streeter Dr & Grand Ave,Streeter Dr & Grand Ave,Subscriber,Male,1992
475553,8/04/2017 11:44,8/04/2017 12:27,2587,Shedd Aquarium,Lake Park Ave & 53rd St,Customer,,
388312,23/03/2017 17:41,23/03/2017 17:55,853,Albany Ave & Bloomingdale Ave,Damen Ave & Division St,Subscriber,Male,1981
228397,20/02/2017 17:40,20/02/2017 17:55,910,Michigan Ave & Oak St,Clinton St & Washington Blvd,Subscriber,Male,1975
571595,17/04/2017 11:11,17/04/2017 11:16,294,Lincoln Ave & Belle Plaine Ave,Oakley Ave & Irving Park Rd,Subscriber,Female,1964
410942,28/03/2017 4:32,28/03/2017 4:44,721,Michigan Ave & 18th St,LaSalle St & Adams St,Subscriber,Male,1964
13511,5/01/2017 17:11,5/01/2017 17:24,783,Clinton St & Madison St,Larrabee St & Oak St,Subscriber,Female,1990
1321392,17/06/2017 12:30,17/06/2017 12:43,811,Millennium Park,Shedd Aquarium,Subscriber,Male,1984
607826,20/04/2017 16:58,20/04/2017 17:28,1770,Hermitage Ave & Polk St,Halsted St & Dickens Ave,Subscriber,Female,1987
54522,19/01/2017 9:02,19/01/2017 9:16,837,Ogden Ave & Chicago Ave,Franklin St & Quincy St,Subscriber,Female,1979
424201,30/03/2017 10:23,30/03/2017 10:28,312,Lake Park Ave & 56th St,Ellis Ave & 55th St,Subscriber,Male,1991
367424,20/03/2017 13:20,20/03/2017 13:27,418,Wabash Ave & Adams St,Wabash Ave & 8th St,Subscriber,Female,1988
939849,24/05/2017 11:30,24/05/2017 11:35,323,Michigan Ave & Washington St,Wacker Dr & Washington St,Subscriber,Male,1993
734685,5/05/2017 8:21,5/05/2017 8:24,166,Clinton St & Madison St,Green St & Madison St,Subscriber,Male,1958
1471815,26/06/2017 7:35,26/06/2017 7:51,974,Damen Ave & Cortland St,Kingsbury St & Kinzie St,Subscriber,Male,1972
897845,19/05/2017 16:38,19/05/2017 16:41,176,Wilton Ave & Diversey Pkwy,Halsted St & Wrightwood Ave,Subscriber,Male,1992
1008654,29/05/2017 15:46,29/05/2017 15:55,531,Lincoln Ave & Diversey Pkwy,Southport Ave & Clybourn Ave,Subscriber,Male,1984
751401,7/05/2017 11:58,7/05/2017 12:17,1109,Clybourn Ave & Division St,Wood St & Milwaukee Ave,Customer,,
274589,28/02/2017 8:54,28/02/2017 8:57,209,Kingsbury St & Kinzie St,Clinton St & Washington Blvd,Subscriber,Male,1978
318087,8/03/2017 9:24,8/03/2017 9:30,368,Wells St & Huron St,Franklin St & Lake St,Subscriber,Male,1980
930305,23/05/2017 6:48,23/05/2017 6:53,266,Federal St & Polk St,Franklin St & Jackson Blvd,Subscriber,Male,1973
1105518,4/06/2017 12:45,4/06/2017 14:59,8047,State St & Kinzie St,Lake Shore Dr & Monroe St,Customer,,
49912,18/01/2017 12:46,18/01/2017 12:55,547,Ashland Ave & Division St,Halsted St & Blackhawk St (*),Subscriber,Male,1963
1059604,1/06/2017 18:46,1/06/2017 18:57,666,Millennium Park,Fairbanks Ct & Grand Ave,Subscriber,Female,1990
539125,14/04/2017 19:51,14/04/2017 20:00,511,Lincoln Ave & Diversey Pkwy,Southport Ave & Waveland Ave,Subscriber,Male,1985
1310405,16/06/2017 17:05,16/06/2017 17:30,1497,Clinton St & Madison St,Sheffield Ave & Wellington Ave,Customer,,
1331027,17/06/2017 23:18,17/06/2017 23:23,302,Cottage Grove Ave & 63rd St,Ellis Ave & 60th St,Subscriber,Female,1988
1284224,15/06/2017 7:13,15/06/2017 7:20,456,Dearborn Pkwy & Delaware Pl,Orleans St & Merchandise Mart Plaza,Subscriber,Male,1993
536470,14/04/2017 16:31,14/04/2017 16:36,272,Clinton St & Tilden St,Clinton St & Madison St,Subscriber,Male,1969
1221766,10/06/2017 23:41,10/06/2017 23:51,576,Ashland Ave & Archer Ave,Racine Ave & 35th St,Subscriber,Female,1977
422837,29/03/2017 18:30,29/03/2017 18:34,206,Broadway & Berwyn Ave,Clark St & Berwyn Ave,Subscriber,Female,1982
167541,13/02/2017 18:13,13/02/2017 18:23,655,Clark St & Lake St,Milwaukee Ave & Grand Ave,Subscriber,Male,1989
305409,6/03/2017 16:34,6/03/2017 16:42,482,Wolcott Ave & Polk St,May St & Taylor St,Subscriber,Male,1992
1511092,28/06/2017 10:18,28/06/2017 10:23,270,LaSalle St & Jackson Blvd,Clinton St & Madison St,Subscriber,Male,1952
822896,14/05/2017 2:21,14/05/2017 2:26,274,Lakeview Ave & Fullerton Pkwy,Hampden Ct & Diversey Pkwy,Subscriber,Male,1982
1509573,28/06/2017 8:32,28/06/2017 8:38,378,Lincoln Ave & Leavitt St,Ravenswood Ave & Lawrence Ave,Subscriber,Female,1969
1441249,24/06/2017 13:41,24/06/2017 14:03,1364,California Ave & Fletcher St,Montrose Harbor,Customer,,
307623,6/03/2017 19:34,6/03/2017 19:41,419,Clifton Ave & Armitage Ave,Halsted St & Wrightwood Ave,Subscriber,Female,1988
1143590,6/06/2017 17:14,6/06/2017 17:20,410,Milwaukee Ave & Rockwell St,Leavitt St & North Ave,Subscriber,Male,1980
904979,21/05/2017 0:22,21/05/2017 0:28,316,Halsted St & Blackhawk St (*),Larrabee St & Menomonee St,Subscriber,Male,1984
305971,6/03/2017 17:10,6/03/2017 17:25,940,Orleans St & Ohio St,Lake Shore Dr & Wellington Ave,Subscriber,Male,1990
1068267,2/06/2017 12:06,2/06/2017 12:22,964,LaSalle St & Washington St,LaSalle St & Washington St,Subscriber,Male,1986
883169,18/05/2017 10:16,18/05/2017 10:43,1586,Michigan Ave & Madison St,Kingsbury St & Kinzie St,Customer,,
1140463,6/06/2017 14:51,6/06/2017 15:05,818,Ashland Ave & 21st St,Clinton St & Roosevelt Rd,Subscriber,Male,1987
105344,30/01/2017 17:06,30/01/2017 17:10,240,Halsted St & Roosevelt Rd,Morgan St & Polk St,Subscriber,Female,1994
1027978,30/05/2017 18:46,30/05/2017 18:55,515,Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,Subscriber,Male,1991
153475,10/02/2017 16:44,10/02/2017 16:48,227,Green St & Madison St,Clinton St & Washington Blvd,Subscriber,Male,1955
257795,24/02/2017 15:38,24/02/2017 15:40,138,Desplaines St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1988
164336,13/02/2017 9:54,13/02/2017 10:17,1394,Southport Ave & Wellington Ave,Clinton St & Washington Blvd,Subscriber,Male,1982
1143342,6/06/2017 17:08,6/06/2017 17:17,551,Racine Ave & 18th St,Wood St & Taylor St,Subscriber,Male,1983
590270,18/04/2017 19:09,18/04/2017 19:28,1171,Ashland Ave & Harrison St,Michigan Ave & Lake St,Subscriber,Male,1981
481487,8/04/2017 16:19,8/04/2017 16:32,750,Burnham Harbor,Dusable Harbor,Subscriber,Male,1984
457459,5/04/2017 6:59,5/04/2017 7:11,699,State St & Harrison St,Jefferson St & Monroe St,Subscriber,Female,1989
94107,26/01/2017 22:29,26/01/2017 22:37,530,Western Ave & Lunt Ave,Glenwood Ave & Morse Ave,Subscriber,Male,1981
656144,25/04/2017 8:04,25/04/2017 8:12,501,Wacker Dr & Washington St,Clark St & Congress Pkwy,Subscriber,Male,1960
429210,31/03/2017 15:33,31/03/2017 15:48,898,Lake Shore Dr & Ohio St,Wabash Ave & Grand Ave,Subscriber,Female,1998
322295,8/03/2017 20:18,8/03/2017 20:22,257,Green St & Randolph St,Desplaines St & Jackson Blvd,Subscriber,Male,1961
1524914,29/06/2017 11:13,29/06/2017 11:15,125,Dearborn St & Monroe St,Daley Center Plaza,Subscriber,Male,1984
469386,7/04/2017 15:11,7/04/2017 15:17,356,Southport Ave & Wellington Ave,Clark St & Wellington Ave,Subscriber,Female,1984
429473,31/03/2017 16:13,31/03/2017 16:18,280,Marshfield Ave & Cortland St,Wood St & Milwaukee Ave,Subscriber,Male,1990
296618,5/03/2017 9:11,5/03/2017 9:17,374,Southport Ave & Irving Park Rd,Lincoln Ave & Waveland Ave,Subscriber,Female,1974
1337501,18/06/2017 13:40,18/06/2017 14:20,2423,Desplaines St & Jackson Blvd,Rush St & Hubbard St,Customer,,
1226755,11/06/2017 12:15,11/06/2017 12:23,483,Ravenswood Ave & Lawrence Ave,Leavitt St & Lawrence Ave,Subscriber,Female,1986
503065,10/04/2017 16:27,10/04/2017 16:35,458,Aberdeen St & Jackson Blvd,Clinton St & Madison St,Subscriber,Male,1972
495495,9/04/2017 17:01,9/04/2017 18:52,6691,Columbus Dr & Randolph St,Millennium Park,Customer,,
672478,26/04/2017 10:38,26/04/2017 10:52,861,State St & Kinzie St,Racine Ave & Randolph St,Subscriber,Female,1988
23208,9/01/2017 21:47,9/01/2017 21:49,120,Clarendon Ave & Gordon Ter,Pine Grove Ave & Irving Park Rd,Subscriber,Male,1986
1061276,1/06/2017 20:22,1/06/2017 20:37,913,Damen Ave & Pierce Ave,California Ave & Division St,Subscriber,Female,1981
198741,18/02/2017 12:12,18/02/2017 12:38,1549,Jefferson St & Monroe St,State St & Randolph St,Customer,,
92017,26/01/2017 15:44,26/01/2017 15:49,296,LaSalle St & Jackson Blvd,Canal St & Madison St,Subscriber,Male,1977
318032,8/03/2017 9:12,8/03/2017 9:20,468,Clinton St & Washington Blvd,Michigan Ave & Washington St,Subscriber,Male,1942
492122,9/04/2017 14:37,9/04/2017 14:45,469,Milwaukee Ave & Wabansia Ave,California Ave & Milwaukee Ave,Subscriber,Female,1987
392827,24/03/2017 11:35,24/03/2017 11:46,669,Kingsbury St & Kinzie St,Kingsbury St & Kinzie St,Subscriber,Male,1986
592029,18/04/2017 23:05,18/04/2017 23:32,1571,Larrabee St & Webster Ave,Clark St & Wellington Ave,Subscriber,Male,1995
1507579,28/06/2017 7:16,28/06/2017 7:27,654,Larrabee St & Division St,Wabash Ave & Wacker Pl,Subscriber,Male,1970
725171,4/05/2017 7:22,4/05/2017 7:29,380,Dearborn St & Erie St,LaSalle St & Adams St,Subscriber,Male,1993
696154,28/04/2017 20:00,28/04/2017 20:09,534,Racine Ave & Belmont Ave,Lincoln Ave & Roscoe St,Subscriber,Male,1992
198991,18/02/2017 12:24,18/02/2017 12:44,1195,Dearborn St & Monroe St,Green St & Randolph St,Customer,,
670577,26/04/2017 8:11,26/04/2017 8:18,438,Fairbanks Ct & Grand Ave,Millennium Park,Subscriber,Male,1965
705586,1/05/2017 17:19,1/05/2017 17:29,622,Wabash Ave & 8th St,Canal St & Madison St,Subscriber,Female,1985
1267924,13/06/2017 18:09,13/06/2017 18:16,456,Dearborn Pkwy & Delaware Pl,Clark St & Lake St,Subscriber,Female,1973
1043694,31/05/2017 19:07,31/05/2017 19:11,233,Wells St & Evergreen Ave,Wells St & Walton St,Subscriber,Male,1985
786491,11/05/2017 11:50,11/05/2017 12:05,935,Michigan Ave & 18th St,Clark St & Lake St,Subscriber,Male,1983
967550,26/05/2017 22:50,26/05/2017 23:09,1166,Buckingham Fountain,Michigan Ave & Washington St,Customer,,
499050,10/04/2017 2:29,10/04/2017 2:42,737,Noble St & Milwaukee Ave,California Ave & Milwaukee Ave,Subscriber,Male,1971
866351,17/05/2017 7:25,17/05/2017 7:35,610,Clark St & Elm St,McClurg Ct & Erie St,Subscriber,Male,1970
1002110,29/05/2017 11:21,29/05/2017 11:50,1728,Adler Planetarium,Adler Planetarium,Customer,,
627225,22/04/2017 16:31,22/04/2017 16:36,303,Green St & Madison St,Wacker Dr & Washington St,Subscriber,Male,1989
1059426,1/06/2017 18:37,1/06/2017 18:40,181,Ashland Ave & 21st St,Blue Island Ave & 18th St,Customer,,
984486,27/05/2017 23:52,28/05/2017 0:01,539,McCormick Place,MLK Jr Dr & 29th St,Subscriber,Male,1994
106701,30/01/2017 21:21,30/01/2017 21:44,1354,Cuyler Ave & Augusta St,Keystone Ave & Fullerton Ave,Subscriber,Male,1984
42041,16/01/2017 11:25,16/01/2017 11:38,796,Wabash Ave & Wacker Pl,Millennium Park,Customer,,
543675,15/04/2017 11:58,15/04/2017 12:15,1006,Southport Ave & Wellington Ave,Clark St & Lincoln Ave,Customer,,
301243,6/03/2017 5:49,6/03/2017 6:06,1032,Wells St & Concord Ln,Clinton St & Washington Blvd,Subscriber,Male,1992
523171,12/04/2017 20:36,12/04/2017 20:47,711,State St & Randolph St,Wells St & Polk St,Subscriber,Male,1986
1434468,24/06/2017 7:58,24/06/2017 8:05,428,Clark St & Randolph St,Morgan St & Lake St,Subscriber,Male,1984
1351037,19/06/2017 8:40,19/06/2017 8:47,466,Broadway & Argyle St,Ravenswood Ave & Lawrence Ave,Subscriber,Male,1967
1445898,24/06/2017 16:16,24/06/2017 16:28,727,Lake Shore Dr & North Blvd,Clybourn Ave & Division St,Customer,,
166890,13/02/2017 17:21,13/02/2017 17:25,244,LaSalle St & Washington St,Michigan Ave & Washington St,Subscriber,Male,1974
1112842,4/06/2017 17:54,4/06/2017 18:05,672,Kosciuszko Park,Spaulding Ave & Armitage Ave,Subscriber,Male,1987
1452965,24/06/2017 22:37,24/06/2017 22:53,952,Streeter Dr & Grand Ave,Clark St & North Ave,Subscriber,Female,1974
415019,28/03/2017 16:58,28/03/2017 17:09,669,Franklin St & Lake St,Financial Pl & Congress Pkwy,Subscriber,Female,1957
447033,3/04/2017 9:32,3/04/2017 9:46,834,Halsted St & Maxwell St,Franklin St & Monroe St,Subscriber,Male,1989
1391429,21/06/2017 16:48,21/06/2017 16:59,676,Wells St & Polk St,Clark St & Lake St,Subscriber,Male,1979
1027192,30/05/2017 18:08,30/05/2017 18:18,624,Streeter Dr & Grand Ave,McClurg Ct & Erie St,Customer,,
41910,16/01/2017 9:01,16/01/2017 9:11,584,Wells St & Polk St,Aberdeen St & Monroe St,Subscriber,Male,1974
159531,12/02/2017 9:10,12/02/2017 9:23,762,Damen Ave & Division St,Ogden Ave & Chicago Ave,Subscriber,Female,1983
594605,19/04/2017 8:39,19/04/2017 8:47,456,Canal St & Adams St,Wabash Ave & Wacker Pl,Subscriber,Male,1982
1509273,28/06/2017 8:21,28/06/2017 8:41,1168,Canal St & Adams St,St. Clair St & Erie St,Subscriber,Male,1956
398298,24/03/2017 17:20,24/03/2017 17:39,1118,Franklin St & Quincy St,Sheffield Ave & Willow St,Subscriber,Male,1988
959569,26/05/2017 7:08,26/05/2017 7:29,1301,LaSalle St & Jackson Blvd,Sheffield Ave & Fullerton Ave,Subscriber,Male,1977
133776,6/02/2017 15:44,6/02/2017 15:54,622,Morgan St & Polk St,Clinton St & Madison St,Subscriber,Male,1979
4172,3/01/2017 7:30,3/01/2017 7:36,388,Broadway & Cornelia Ave,Wilton Ave & Belmont Ave,Subscriber,Female,1969
1457105,25/06/2017 11:35,25/06/2017 11:57,1376,Columbus Dr & Randolph St,McCormick Place,Customer,,
787999,11/05/2017 15:09,11/05/2017 15:28,1168,Damen Ave & Madison St,Jefferson St & Monroe St,Customer,,
449481,3/04/2017 20:29,3/04/2017 20:31,119,Franklin St & Chicago Ave,Wells St & Walton St,Subscriber,Female,1994
29689,11/01/2017 17:03,11/01/2017 17:05,132,Franklin St & Quincy St,LaSalle St & Jackson Blvd,Subscriber,Female,1979
295091,4/03/2017 15:14,4/03/2017 15:25,631,Clark St & Bryn Mawr Ave,Sheridan Rd & Loyola Ave,Subscriber,Male,1983
