,Start Time,End Time,Trip Duration,Start Station,End Station,User Type,Gender,Birth Year
1295718,23/02/2017 7:24,23/02/2017 7:31,401,W 42 St & Dyer Ave,Pershing Square North,Subscriber,Male,1993
6498509,26/06/2017 0:36,26/06/2017 0:47,625,Broadway & W 32 St,Broadway & W 49 St,Customer,,
4203228,14/05/2017 13:52,14/05/2017 13:59,464,Union Ave & N 12 St,Huron St & Franklin St,Subscriber,Female,1982
3366990,27/04/2017 13:25,27/04/2017 13:51,1546,Centre St & Chambers St,Johnson St & Gold St,Customer,,
5124005,1/06/2017 16:53,1/06/2017 17:14,1250,South St & Gouverneur Ln,Rivington St & Ridge St,Customer,,
3801905,5/05/2017 9:44,5/05/2017 9:48,248,Clark St & Henry St,Henry St & Atlantic Ave,Subscriber,Male,1946
4377437,17/05/2017 15:32,17/05/2017 15:56,1454,7 Ave & Park Pl,West Drive & Prospect Park West,Subscriber,Male,1983
6127380,19/06/2017 15:32,19/06/2017 15:36,259,Broadway & W 58 St,11 Ave & W 59 St,Subscriber,Male,1989
3178750,22/04/2017 16:47,22/04/2017 16:55,457,University Pl & E 14 St,MacDougal St & Washington Sq,Subscriber,Female,1983
4055050,10/05/2017 18:46,10/05/2017 19:06,1170,Carlton Ave & Flushing Ave,Wythe Ave & Metropolitan Ave,Customer,,
6568165,27/06/2017 8:21,27/06/2017 8:29,463,E 6 St & Avenue B,Cleveland Pl & Spring St,Subscriber,Male,1967
6365681,23/06/2017 15:03,23/06/2017 15:11,467,W 24 St & 7 Ave,W 26 St & 10 Ave,Subscriber,Female,1982
6684148,28/06/2017 19:57,28/06/2017 20:19,1333,Bedford Ave & Nassau Ave,Lefferts Pl & Franklin Ave,Subscriber,Male,1988
2622654,11/04/2017 8:31,11/04/2017 8:40,557,Vesey Pl & River Terrace,Water - Whitehall Plaza,Subscriber,Male,1969
5871381,14/06/2017 17:40,14/06/2017 17:51,665,W 43 St & 10 Ave,W 20 St & 11 Ave,Subscriber,Male,1983
3280848,24/04/2017 19:14,24/04/2017 19:21,428,Pike St & E Broadway,Division St & Bowery,Subscriber,Male,1992
4836283,26/05/2017 16:41,26/05/2017 16:53,692,Lafayette St & E 8 St,Reade St & Broadway,Subscriber,Male,1988
2310069,3/04/2017 5:17,3/04/2017 5:29,734,W 33 St & 7 Ave,Grand Army Plaza & Central Park S,Subscriber,Male,1973
3501706,29/04/2017 17:32,29/04/2017 17:37,275,Bank St & Hudson St,Carmine St & 6 Ave,Subscriber,Male,1968
1422045,26/02/2017 11:50,26/02/2017 12:12,1297,Avenue D & E 8 St,Berry St & N 8 St,Subscriber,Female,1995
21486,2/01/2017 15:39,2/01/2017 16:02,1402,Rivington St & Ridge St,E 51 St & Lexington Ave,Subscriber,Male,1963
4735102,24/05/2017 9:06,24/05/2017 9:10,225,Smith St & 3 St,Bergen St & Smith St,Subscriber,Male,1985
5214299,2/06/2017 20:50,2/06/2017 20:55,279,Cleveland Pl & Spring St,Lafayette St & Jersey St,Subscriber,Male,1984
520111,24/01/2017 16:47,24/01/2017 16:49,145,Broadway & E 14 St,Washington Pl & Broadway,Subscriber,Male,1986
3943549,8/05/2017 19:15,8/05/2017 19:25,635,Mercer St & Spring St,1 Ave & E 18 St,Subscriber,Male,1978
3106972,20/04/2017 18:56,20/04/2017 19:01,346,Catherine St & Monroe St,Lispenard St & Broadway,Subscriber,Male,1993
3197578,23/04/2017 10:48,23/04/2017 10:53,305,Carmine St & 6 Ave,Mercer St & Bleecker St,Subscriber,Male,1991
2177251,29/03/2017 15:02,29/03/2017 15:15,741,Pearl St & Hanover Square,South St & Gouverneur Ln,Customer,,
874668,6/02/2017 9:46,6/02/2017 9:53,407,Cliff St & Fulton St,Leonard St & Church St,Subscriber,Male,1976
4768369,24/05/2017 18:20,24/05/2017 18:34,860,E 25 St & 2 Ave,Cleveland Pl & Spring St,Subscriber,,
3145914,21/04/2017 18:05,21/04/2017 18:15,617,E 30 St & Park Ave S,9 Ave & W 28 St,Subscriber,Male,1987
5889432,14/06/2017 21:22,14/06/2017 21:27,290,Central Park West & W 76 St,Central Park West & W 76 St,Subscriber,Male,1991
5256036,3/06/2017 17:07,3/06/2017 17:25,1094,Dean St & Hoyt St,Fulton St & Grand Ave,Customer,Female,1983
5713520,11/06/2017 22:45,11/06/2017 22:52,386,Forsyth St & Canal St,Rivington St & Ridge St,Subscriber,Male,1983
3798538,5/05/2017 8:13,5/05/2017 8:22,550,E 58 St & 3 Ave,1 Ave & E 44 St,Subscriber,Female,1957
2869098,15/04/2017 21:56,15/04/2017 22:07,646,6 Ave & W 33 St,E 20 St & Park Ave,Subscriber,Male,1990
2590806,10/04/2017 16:03,10/04/2017 16:10,401,W 20 St & 7 Ave,Broadway & E 22 St,Subscriber,Female,1947
2483438,7/04/2017 21:48,7/04/2017 21:56,501,E 11 St & 1 Ave,Forsyth St & Broome St,Subscriber,Female,1993
760790,1/02/2017 21:59,1/02/2017 22:21,1321,E 25 St & 2 Ave,E 91 St & 2 Ave,Subscriber,Female,1986
3395140,27/04/2017 21:02,27/04/2017 21:12,602,Broadway & Roebling St,Bushwick Ave & Powers St,Customer,,
6053723,18/06/2017 8:52,18/06/2017 9:00,442,E 33 St & 2 Ave,E 19 St & 3 Ave,Subscriber,Male,1974
2573508,10/04/2017 9:02,10/04/2017 9:11,581,Cleveland Pl & Spring St,E 20 St & Park Ave,Subscriber,Male,1990
6768481,30/06/2017 8:58,30/06/2017 9:01,181,Broadway & W 29 St,Broadway & W 36 St,Subscriber,Male,1991
6648177,28/06/2017 11:51,28/06/2017 12:16,1507,W 20 St & 7 Ave,Barclay St & Church St,Subscriber,Male,1982
2026516,24/03/2017 6:39,24/03/2017 6:46,401,W 31 St & 7 Ave,2 Ave & E 31 St,Subscriber,Male,1972
3965178,9/05/2017 9:15,9/05/2017 9:24,569,Pershing Square North,E 17 St & Broadway,Subscriber,Male,1972
5001164,30/05/2017 15:58,30/05/2017 16:09,677,Lafayette St & E 8 St,E 31 St & 3 Ave,Subscriber,Female,1978
4763920,24/05/2017 17:43,24/05/2017 17:53,612,John St & William St,Greenwich Ave & Charles St,Subscriber,Male,1989
2185083,29/03/2017 17:36,29/03/2017 17:47,627,6 Ave & W 33 St,11 Ave & W 41 St,Subscriber,Male,1991
5653583,10/06/2017 19:25,10/06/2017 19:43,1035,E 85 St & 3 Ave,Central Park West & W 68 St,Subscriber,Male,1969
1427772,26/02/2017 14:18,26/02/2017 14:34,1002,E 47 St & 2 Ave,Broadway & W 60 St,Subscriber,Female,1968
393856,19/01/2017 8:44,19/01/2017 9:04,1175,E 6 St & Avenue D,Old Slip & Front St,Subscriber,Male,1981
395275,19/01/2017 9:03,19/01/2017 9:17,878,Union Ave & Jackson St,Vernon Blvd & 50 Ave,Subscriber,Male,1970
3017207,18/04/2017 18:53,18/04/2017 18:59,388,Central Park S & 6 Ave,W 67 St & Broadway,Subscriber,Male,1988
731419,1/02/2017 8:11,1/02/2017 8:16,260,Greenwich Ave & 8 Ave,W 20 St & 11 Ave,Subscriber,Male,1984
4319372,16/05/2017 17:14,16/05/2017 17:18,259,E 67 St & Park Ave,Lexington Ave & E 63 St,Subscriber,Male,1975
1865442,13/03/2017 12:39,13/03/2017 12:54,877,E 81 St & York Ave,E 59 St & Madison Ave,Subscriber,Male,1980
5627916,10/06/2017 13:32,10/06/2017 13:42,587,Nassau Ave & Newell St,Kent Ave & N 7 St,Subscriber,Female,1992
2116928,27/03/2017 14:25,27/03/2017 14:30,290,W 25 St & 6 Ave,E 32 St & Park Ave,Subscriber,Male,1976
2898340,16/04/2017 15:36,16/04/2017 15:45,508,Christopher St & Greenwich St,E 16 St & 5 Ave,Subscriber,Male,1991
4566093,20/05/2017 16:23,20/05/2017 16:58,2063,Central Park S & 6 Ave,Stanton St & Chrystie St,Subscriber,Male,1989
4790374,25/05/2017 15:01,25/05/2017 15:24,1367,West St & Chambers St,11 Ave & W 59 St,Subscriber,Male,1966
3643662,2/05/2017 13:48,2/05/2017 13:56,450,Allen St & Stanton St,Allen St & Stanton St,Subscriber,Male,1964
6303344,22/06/2017 15:42,22/06/2017 16:14,1925,Greenwich Ave & 8 Ave,W 84 St & Columbus Ave,Subscriber,Male,1982
1793777,9/03/2017 17:23,9/03/2017 17:27,255,Broadway & W 58 St,5 Ave & E 63 St,Subscriber,Male,1973
5252391,3/06/2017 16:20,3/06/2017 16:44,1403,Broadway & W 58 St,Bank St & Washington St,Subscriber,Male,1990
4334231,16/05/2017 19:23,16/05/2017 19:34,623,Lexington Ave & E 24 St,W 52 St & 6 Ave,Subscriber,Male,1996
3899245,7/05/2017 21:52,7/05/2017 22:10,1033,Forsyth St & Broome St,S 3 St & Bedford Ave,Subscriber,Female,1992
6002122,16/06/2017 18:14,16/06/2017 18:23,552,Broadway & W 24 St,Bank St & Hudson St,Subscriber,Male,1965
1118472,17/02/2017 19:05,17/02/2017 19:27,1341,Mercer St & Bleecker St,W 53 St & 10 Ave,Subscriber,Male,1990
80961,5/01/2017 9:22,5/01/2017 9:48,1616,E 2 St & Avenue C,E 55 St & 3 Ave,Subscriber,Male,1986
4216676,14/05/2017 18:21,14/05/2017 18:31,638,Union St & Nevins St,Clinton St & Union St,Customer,,
6249881,21/06/2017 18:12,21/06/2017 18:18,387,W 13 St & 6 Ave,Greenwich Ave & 8 Ave,Subscriber,Female,1987
4636997,21/05/2017 21:46,21/05/2017 21:57,669,W 25 St & 6 Ave,W 37 St & 10 Ave,Subscriber,Female,1993
6332862,22/06/2017 22:02,22/06/2017 22:29,1647,E 58 St & 3 Ave,E 58 St & 1 Ave,Subscriber,Male,1976
5936005,15/06/2017 17:32,15/06/2017 17:38,366,11 Ave & W 27 St,8 Ave & W 16 St,Subscriber,Male,1986
1863433,13/03/2017 10:34,13/03/2017 10:37,198,Norman Ave & Leonard St,Nassau Ave & Russell St,Subscriber,Male,1956
3862328,6/05/2017 20:26,6/05/2017 20:31,265,E 81 St & 3 Ave,E 91 St & 2 Ave,Subscriber,Male,1989
2854775,15/04/2017 16:06,15/04/2017 16:12,392,Wyckoff St & 3 Ave,Lafayette Ave & Fort Greene Pl,Customer,,
2085512,25/03/2017 19:12,25/03/2017 19:19,434,E 27 St & 1 Ave,1 Ave & E 44 St,Subscriber,,
4862371,27/05/2017 10:30,27/05/2017 10:58,1666,Broadway & W 53 St,Broadway & W 53 St,Customer,Male,1977
1026925,14/02/2017 18:38,14/02/2017 18:44,355,W 34 St & 11 Ave,W 26 St & 10 Ave,Subscriber,Male,1948
843176,4/02/2017 19:48,4/02/2017 19:50,116,Lafayette St & E 8 St,St Marks Pl & 2 Ave,Subscriber,Female,1993
2102436,26/03/2017 16:33,26/03/2017 16:41,491,Broadway & W 58 St,W 67 St & Broadway,Subscriber,Female,1986
871827,6/02/2017 8:46,6/02/2017 8:54,470,Lexington Ave & E 24 St,Great Jones St,Subscriber,Male,1961
3367270,27/04/2017 13:32,27/04/2017 13:41,534,Atlantic Ave & Furman St,Carroll St & Smith St,Customer,,
2527935,9/04/2017 11:26,9/04/2017 11:52,1556,MacDougal St & Prince St,West St & Chambers St,Customer,,
6123314,19/06/2017 13:56,19/06/2017 14:02,372,W 27 St & 7 Ave,W 27 St & 10 Ave,Subscriber,Female,1956
1955464,21/03/2017 17:35,21/03/2017 17:52,1028,Greenwich St & W Houston St,12 Ave & W 40 St,Subscriber,Female,1976
198737,11/01/2017 17:42,11/01/2017 18:13,1868,W 41 St & 8 Ave,South End Ave & Liberty St,Subscriber,Female,1989
1969982,22/03/2017 6:47,22/03/2017 7:11,1464,Christopher St & Greenwich St,E 47 St & Park Ave,Subscriber,Male,1980
972921,11/02/2017 23:01,11/02/2017 23:04,198,Broadway & W 55 St,W 63 St & Broadway,Subscriber,Male,1964
6816151,30/06/2017 23:52,1/07/2017 0:25,1996,Montrose Ave & Bushwick Ave,Greenpoint Ave & Manhattan Ave,Subscriber,Male,1983
2998062,18/04/2017 14:25,18/04/2017 14:46,1289,W 26 St & 10 Ave,8 Ave & W 52 St,Customer,,
1956618,21/03/2017 17:50,21/03/2017 18:11,1228,W 25 St & 6 Ave,Forsyth St & Broome St,Subscriber,Female,1990
3689720,3/05/2017 8:43,3/05/2017 8:56,771,Watts St & Greenwich St,W 20 St & 11 Ave,Subscriber,Male,1965
2562285,9/04/2017 21:03,9/04/2017 21:08,320,Metropolitan Ave & Meeker Ave,Graham Ave & Herbert St,Subscriber,Male,1985
6477587,25/06/2017 16:48,25/06/2017 16:58,568,University Pl & E 14 St,E 32 St & Park Ave,Subscriber,Male,1992
324177,16/01/2017 14:40,16/01/2017 14:54,853,MacDougal St & Prince St,W 26 St & 8 Ave,Subscriber,Male,1988
6474320,25/06/2017 16:02,25/06/2017 16:22,1173,E 4 St & 2 Ave,Columbia Heights & Cranberry St,Subscriber,Male,1986
5730314,12/06/2017 10:07,12/06/2017 10:19,713,Avenue D & E 12 St,Forsyth St & Canal St,Subscriber,Female,1960
301983,15/01/2017 13:33,15/01/2017 13:54,1275,Amsterdam Ave & W 73 St,Christopher St & Greenwich St,Subscriber,Male,1979
5897061,15/06/2017 6:56,15/06/2017 7:10,876,W 37 St & 5 Ave,1 Ave & E 68 St,Subscriber,Female,1984
4334621,16/05/2017 19:28,16/05/2017 19:47,1121,Lexington Ave & E 29 St,Avenue D & E 12 St,Subscriber,Female,1989
1723069,8/03/2017 7:54,8/03/2017 8:27,1951,W 70 St & Amsterdam Ave,Mercer St & Bleecker St,Subscriber,Male,1979
3364151,27/04/2017 12:19,27/04/2017 12:26,412,Broadway & W 60 St,E 58 St & Madison Ave,Subscriber,Male,1965
1140149,18/02/2017 15:50,18/02/2017 16:06,956,Madison Ave & E 82 St,W 54 St & 9 Ave,Subscriber,Male,1966
6204196,21/06/2017 6:07,21/06/2017 6:25,1057,Central Park West & W 102 St,W 64 St & West End Ave,Subscriber,Female,1950
4394392,17/05/2017 18:34,17/05/2017 18:44,620,6 Ave & Canal St,South End Ave & Liberty St,Subscriber,Male,1986
2165258,29/03/2017 9:00,29/03/2017 9:03,172,Rivington St & Ridge St,E 2 St & Avenue B,Subscriber,Male,1993
3016364,18/04/2017 18:43,18/04/2017 18:50,426,W 39 St & 9 Ave,Pershing Square North,Subscriber,Male,1984
2801271,14/04/2017 14:44,14/04/2017 14:48,212,W 43 St & 6 Ave,Pershing Square North,Subscriber,Male,1978
1146022,18/02/2017 17:47,18/02/2017 17:53,350,Carmine St & 6 Ave,Bank St & Hudson St,Subscriber,Male,1961
6662558,28/06/2017 16:27,28/06/2017 16:30,199,E 24 St & Park Ave S,Broadway & E 22 St,Subscriber,Male,1953
3737609,3/05/2017 23:14,3/05/2017 23:20,353,Broadway & W 56 St,W 39 St & 9 Ave,Subscriber,Male,1966
1024935,14/02/2017 18:03,14/02/2017 18:19,966,Christopher St & Greenwich St,Rivington St & Ridge St,Subscriber,Male,1982
2980583,18/04/2017 8:31,18/04/2017 8:48,1023,6 Ave & Canal St,W 26 St & 10 Ave,Subscriber,Male,1964
4484983,19/05/2017 8:47,19/05/2017 8:55,454,1 Ave & E 30 St,E 20 St & FDR Drive,Subscriber,Male,1966
1466226,27/02/2017 18:02,27/02/2017 18:15,784,E 17 St & Broadway,E 5 St & Avenue C,Subscriber,Female,1992
6594894,27/06/2017 16:13,27/06/2017 16:57,2611,Grand Army Plaza & Central Park S,Central Park West & W 72 St,Customer,,
1361884,24/02/2017 15:47,24/02/2017 15:55,484,Roebling St & N 4 St,Stagg St & Union Ave,Customer,,
3200137,23/04/2017 11:34,23/04/2017 11:46,731,Bank St & Washington St,West St & Chambers St,Customer,,
6368223,23/06/2017 15:46,23/06/2017 15:52,311,Christopher St & Greenwich St,9 Ave & W 18 St,Subscriber,Male,1979
573745,26/01/2017 12:03,26/01/2017 12:14,633,E 39 St & 2 Ave,W 33 St & 7 Ave,Subscriber,Male,1976
1056428,15/02/2017 17:49,15/02/2017 18:00,650,E 47 St & 1 Ave,E 33 St & 5 Ave,Subscriber,Male,1960
2331336,3/04/2017 15:08,3/04/2017 15:31,1373,5 Ave & E 88 St,W 106 St & Central Park West,Customer,,
1335659,24/02/2017 0:33,24/02/2017 0:41,496,Canal St & Rutgers St,1 Ave & E 16 St,Customer,,
5901803,15/06/2017 8:11,15/06/2017 8:20,526,Clinton Ave & Myrtle Ave,Kent Ave & S 11 St,Subscriber,Female,1982
2627627,11/04/2017 9:30,11/04/2017 9:37,431,E 11 St & Broadway,Greenwich Ave & 8 Ave,Subscriber,Male,1977
6428462,24/06/2017 18:08,24/06/2017 18:23,882,Peck Slip & Front St,Allen St & Hester St,Subscriber,Male,1987
4875921,27/05/2017 14:13,27/05/2017 14:16,183,Lexington Ave & E 24 St,E 25 St & 1 Ave,Subscriber,Male,1988
2140173,28/03/2017 8:33,28/03/2017 8:36,173,University Pl & E 8 St,Washington Pl & Broadway,Subscriber,Male,1957
3844441,6/05/2017 15:09,6/05/2017 15:22,735,Broadway & W 41 St,Broadway & W 36 St,Customer,,
72907,4/01/2017 23:03,4/01/2017 23:35,1890,E 52 St & 2 Ave,W 104 St & Amsterdam Ave,Subscriber,Male,1972
3844993,6/05/2017 15:17,6/05/2017 15:20,165,Henry St & Bay St,Columbia St & Lorraine St,Subscriber,Male,1979
6284885,22/06/2017 9:23,22/06/2017 9:44,1261,W 31 St & 7 Ave,E 39 St & 2 Ave,Subscriber,Male,1969
4990683,30/05/2017 10:47,30/05/2017 10:58,669,Liberty St & Broadway,Fulton St & William St,Subscriber,Male,1991
6720839,29/06/2017 13:57,29/06/2017 14:01,254,Vernon Blvd & 50 Ave,McGuinness Blvd & Eagle St,Subscriber,Male,1988
4962713,29/05/2017 16:34,29/05/2017 16:59,1529,Central Park West & W 100 St,W 55 St & 6 Ave,Customer,,
1647041,5/03/2017 13:21,5/03/2017 13:34,766,W 84 St & Broadway,Broadway & W 60 St,Subscriber,Female,1991
5470958,7/06/2017 20:27,7/06/2017 20:33,396,Washington Pl & 6 Ave,Greenwich St & W Houston St,Subscriber,Male,1989
291474,14/01/2017 14:56,14/01/2017 14:58,108,E 32 St & Park Ave,E 31 St & 3 Ave,Subscriber,Female,1951
3578484,1/05/2017 11:57,1/05/2017 12:15,1086,9 Ave & W 28 St,Perry St & Bleecker St,Customer,,
1565900,2/03/2017 8:38,2/03/2017 8:51,773,E 2 St & 2 Ave E,W 13 St & Hudson St,Subscriber,Male,1987
2496031,8/04/2017 13:05,8/04/2017 13:12,425,6 Ave & Canal St,Grand St & Elizabeth St,Subscriber,Male,1983
5146237,1/06/2017 20:47,1/06/2017 20:58,636,9 Ave & W 22 St,Greenwich Ave & Charles St,Subscriber,Female,1991
4372863,17/05/2017 14:03,17/05/2017 14:27,1461,Greenwich Ave & 8 Ave,Greenwich Ave & 8 Ave,Customer,,
240747,12/01/2017 19:07,12/01/2017 19:11,264,Washington Pl & Broadway,Cleveland Pl & Spring St,Subscriber,Female,1962
894221,6/02/2017 19:27,6/02/2017 19:45,1133,6 Ave & W 33 St,1 Ave & E 62 St,Subscriber,Male,1967
2532236,9/04/2017 12:40,9/04/2017 12:58,1097,Great Jones St,Maiden Ln & Pearl St,Subscriber,Male,1980
6318197,22/06/2017 18:23,22/06/2017 18:39,965,Broadway & W 41 St,1 Ave & E 68 St,Subscriber,Female,1985
2544626,9/04/2017 15:30,9/04/2017 15:42,717,Forsyth St & Canal St,Centre St & Chambers St,Customer,,
3394099,27/04/2017 20:30,27/04/2017 20:34,258,E 91 St & 2 Ave,E 91 St & Park Ave,Subscriber,Male,1992
4530586,19/05/2017 20:35,19/05/2017 20:43,475,Mott St & Prince St,Broadway & E 14 St,Subscriber,Male,1955
5830018,13/06/2017 21:35,13/06/2017 21:40,261,S 3 St & Bedford Ave,Berry St & N 8 St,Subscriber,Male,1986
5883900,14/06/2017 19:41,14/06/2017 19:55,817,W 45 St & 8 Ave,E 30 St & Park Ave S,Subscriber,Male,1992
5120229,1/06/2017 16:00,1/06/2017 19:31,12684,Fulton St & Adams St,Schermerhorn St & 3 Ave,Customer,Male,1987
6483839,25/06/2017 18:16,25/06/2017 18:37,1255,Bialystoker Pl & Delancey St,Nassau Ave & Russell St,Subscriber,Female,1992
6075600,18/06/2017 15:38,18/06/2017 16:02,1438,W 43 St & 6 Ave,W 20 St & 11 Ave,Subscriber,Male,1992
4388555,17/05/2017 17:47,17/05/2017 17:58,614,Duffield St & Willoughby St,Carroll St & Bond St,Subscriber,Male,1967
6363206,23/06/2017 14:17,23/06/2017 14:32,921,Hudson St & Reade St,W 15 St & 7 Ave,Subscriber,Female,1992
843824,4/02/2017 20:46,4/02/2017 21:05,1160,Butler St & Court St,Clinton Ave & Myrtle Ave,Subscriber,Male,1974
2549244,9/04/2017 16:31,9/04/2017 16:46,892,Broadway & W 60 St,W 20 St & 8 Ave,Subscriber,Male,1983
1579,1/01/2017 8:04,1/01/2017 8:15,698,Stanton St & Mangin St,Centre St & Chambers St,Subscriber,Female,1950
3653183,2/05/2017 16:45,2/05/2017 16:48,215,Amsterdam Ave & W 73 St,Amsterdam Ave & W 82 St,Subscriber,Male,1960
4598792,21/05/2017 12:28,21/05/2017 13:10,2474,E 23 St & 1 Ave,W 55 St & 6 Ave,Customer,,
2308127,2/04/2017 21:38,2/04/2017 21:58,1194,E 48 St & 3 Ave,W 41 St & 8 Ave,Subscriber,Male,1973
202062,11/01/2017 18:33,11/01/2017 18:39,305,Grand St & Greene St,Mercer St & Bleecker St,Subscriber,Male,1993
1065358,16/02/2017 6:21,16/02/2017 6:38,1041,1 Ave & E 30 St,1 Ave & E 68 St,Subscriber,Female,1982
115679,6/01/2017 16:20,6/01/2017 16:26,362,W 26 St & 10 Ave,9 Ave & W 18 St,Subscriber,Female,1969
1988890,22/03/2017 18:04,22/03/2017 18:08,212,W 63 St & Broadway,Central Park S & 6 Ave,Subscriber,Male,1987
5482947,8/06/2017 7:52,8/06/2017 8:01,526,W 43 St & 6 Ave,E 55 St & 3 Ave,Subscriber,Male,1964
2197800,29/03/2017 21:48,29/03/2017 21:59,620,Sullivan St & Washington Sq,E 7 St & Avenue A,Subscriber,Female,1990
1101039,17/02/2017 9:26,17/02/2017 9:31,355,W 20 St & 7 Ave,E 16 St & Irving Pl,Subscriber,Female,1985
18181,2/01/2017 10:34,2/01/2017 10:48,813,Fulton St & Washington Ave,Clinton St & Joralemon St,Subscriber,Female,1989
187675,11/01/2017 11:42,11/01/2017 11:49,443,W 52 St & 11 Ave,Broadway & W 51 St,Subscriber,Male,1947
684441,30/01/2017 13:06,30/01/2017 13:11,325,Broadway & W 53 St,Broadway & W 41 St,Subscriber,Male,1975
3365293,27/04/2017 12:47,27/04/2017 12:55,451,E 67 St & Park Ave,E 67 St & Park Ave,Subscriber,Male,1995
3576535,1/05/2017 10:56,1/05/2017 11:05,546,E 52 St & 2 Ave,E 25 St & 2 Ave,Subscriber,Male,1985
5155721,2/06/2017 7:11,2/06/2017 7:25,838,W 44 St & 5 Ave,Howard St & Centre St,Subscriber,Male,1973
2885234,16/04/2017 12:46,16/04/2017 12:51,290,W 52 St & 6 Ave,W 52 St & 6 Ave,Customer,,
3147013,21/04/2017 18:20,21/04/2017 18:29,527,Broadway & W 32 St,E 11 St & 2 Ave,Subscriber,Male,1989
5577277,9/06/2017 16:07,9/06/2017 16:13,372,E 16 St & Irving Pl,E 25 St & 2 Ave,Subscriber,Male,1972
4771796,24/05/2017 18:51,24/05/2017 18:55,243,3 St & Prospect Park West,Plaza St West & Flatbush Ave,Subscriber,Female,1971
4597774,21/05/2017 12:15,21/05/2017 12:20,299,E 23 St & 1 Ave,E 20 St & FDR Drive,Subscriber,Female,1981
1690860,7/03/2017 6:44,7/03/2017 6:48,208,W 52 St & 6 Ave,W 44 St & 5 Ave,Subscriber,Male,1986
1206182,20/02/2017 14:44,20/02/2017 15:08,1468,Central Park West & W 72 St,Central Park North & Adam Clayton Powell Blvd,Subscriber,Female,1985
1259460,22/02/2017 8:08,22/02/2017 8:17,516,1 Ave & E 68 St,E 47 St & 2 Ave,Subscriber,Male,1981
5645862,10/06/2017 17:26,10/06/2017 17:41,868,McGuinness Blvd & Eagle St,Kent Ave & S 11 St,Subscriber,Female,1973
4220221,14/05/2017 19:39,14/05/2017 19:51,691,Forsyth St & Canal St,Columbia St & Rivington St,Subscriber,Male,1984
2575483,10/04/2017 9:35,10/04/2017 10:00,1484,South St & Gouverneur Ln,Broadway & W 29 St,Subscriber,Male,1976
665810,29/01/2017 17:08,29/01/2017 17:17,513,12 Ave & W 40 St,W 42 St & 8 Ave,Subscriber,Male,1977
2103803,26/03/2017 17:19,26/03/2017 17:45,1579,Carmine St & 6 Ave,Fulton St & Broadway,,Female,1994
3355393,27/04/2017 8:54,27/04/2017 9:02,486,12 Ave & W 40 St,W 38 St & 8 Ave,Subscriber,Male,1954
1034438,15/02/2017 7:11,15/02/2017 7:17,334,W 42 St & Dyer Ave,Broadway & W 51 St,Subscriber,Male,1989
3630214,2/05/2017 9:10,2/05/2017 9:18,467,W 53 St & 10 Ave,W 41 St & 8 Ave,Subscriber,Male,1978
6074984,18/06/2017 15:30,18/06/2017 15:34,259,Bedford Ave & S 9 St,Metropolitan Ave & Bedford Ave,Customer,,
6572682,27/06/2017 9:01,27/06/2017 9:22,1254,Riverside Dr & W 78 St,Broadway & W 41 St,Subscriber,Male,1983
442062,20/01/2017 15:47,20/01/2017 16:08,1249,Madison Ave & E 82 St,Penn Station Valet,Subscriber,Male,1978
2642529,11/04/2017 15:07,11/04/2017 15:21,890,E 33 St & 2 Ave,W 41 St & 8 Ave,Subscriber,Male,1976
6143838,20/06/2017 7:51,20/06/2017 8:02,616,Centre St & Chambers St,Front St & Washington St,Subscriber,Male,1981
6317956,22/06/2017 18:21,22/06/2017 18:29,467,Sullivan St & Washington Sq,Allen St & Stanton St,Subscriber,Male,1983
3083479,20/04/2017 12:10,20/04/2017 12:33,1411,E 48 St & 5 Ave,W 84 St & Broadway,Subscriber,Male,1989
4052165,10/05/2017 18:20,10/05/2017 18:30,597,1 Ave & E 44 St,E 40 St & 5 Ave,Subscriber,Female,1970
4273764,15/05/2017 20:02,15/05/2017 20:04,104,W 39 St & 9 Ave,W 38 St & 8 Ave,Subscriber,Male,1966
5656973,10/06/2017 20:28,10/06/2017 20:43,919,E 88 St & 1 Ave,E 91 St & Park Ave,Subscriber,Male,1985
6691542,28/06/2017 22:36,28/06/2017 23:02,1518,Schermerhorn St & 3 Ave,Forsyth St & Canal St,Subscriber,Male,1992
3939700,8/05/2017 18:29,8/05/2017 18:33,255,E 84 St & 1 Ave,2 Ave & E 96 St,Subscriber,Male,1964
6053742,18/06/2017 8:53,18/06/2017 9:00,424,W 13 St & 5 Ave,W 4 St & 7 Ave S,Customer,,
4149413,12/05/2017 13:46,12/05/2017 13:57,657,Grand St & Elizabeth St,Great Jones St,Customer,,
3928270,8/05/2017 16:18,8/05/2017 16:23,290,E 11 St & 2 Ave,E 14 St & Avenue B,Subscriber,Male,1975
5335319,5/06/2017 12:37,5/06/2017 12:43,382,W 27 St & 10 Ave,W 24 St & 7 Ave,Subscriber,Male,1994
5756342,12/06/2017 18:23,12/06/2017 18:31,528,6 Ave & W 33 St,12 Ave & W 40 St,Subscriber,Male,1976
5906443,15/06/2017 8:56,15/06/2017 9:13,1035,Plaza St West & Flatbush Ave,Lafayette Ave & Classon Ave,Subscriber,Male,1978
1827863,11/03/2017 8:51,11/03/2017 9:07,961,W 52 St & 6 Ave,6 Ave & W 33 St,Customer,,
4088863,11/05/2017 12:35,11/05/2017 12:49,844,E 80 St & 2 Ave,E 55 St & 2 Ave,Subscriber,Male,1971
